Код,Название,Адрес,x,y,,,,,,,,Группа
1715,Продуктовый магазин,"Уржар, 8/1",69.560208,42.355513,,,,,,,,
1716,Продуктовый магазин,"Жибек жолы, 93",69.64668,42.334255,,,,,,,,
1717,Продуктовый магазин,"Момышулы, 1/6",69.547652,42.376826,,,,,,,,
1718,Продуктовый магазин,"Турсынбаева, 30/1",69.595894,42.268592,,,,,,,,
1719,Продуктовый магазин,"Аль-Фараби, 21/1",69.558588,42.339343,,,,,,,,
1720,Продуктовый магазин,"Алпамыс батыра, 1/2",69.554356,42.386488,,,,,,,,
1721,Продуктовый магазин,"Болсынай Даулбаева, 1/1",69.538602,42.360112,,,,,,,,
1722,Продуктовый магазин,"Сайрамская, 82, 1 этаж",69.643567,42.313165,,,,,,,,
1723,Продуктовый магазин,"Сыздыкова, 1/4",69.542857,42.370248,,,,,,,,
1724,Продуктовый магазин,"Талтус, 4",69.574805,42.292455,,,,,,,,
1725,Продуктовый магазин,"Павлова, 21а",69.570053,42.305435,,,,,,,,
1726,Продуктовый магазин,"Ермекова, 20/1",69.599105,42.275584,,,,,,,,
1727,Продуктовый магазин,"Сураншы батыра, 24/1",69.548452,42.290441,,,,,,,,
1728,Продуктовый магазин,"Оркендеу, 22/1",69.57893,42.291722,,,,,,,,
1729,Продуктовый магазин,"Акжауын, 42/1",69.580973,42.286716,,,,,,,,
1730,Продуктовый магазин,"Чайковского, 85/2",69.5845,42.285696,,,,,,,,
1731,Продуктовый магазин,"Туркестанская, 85, 1 этаж",69.60716,42.313599,,,,,,,,
1732,Продуктовый магазин,"Майлы Кожа, 1, 1 этаж",69.603784,42.315371,,,,,,,,
1733,Продуктовый магазин,"ПМК-21, 15/1",69.55608,42.34228,,,,,,,,
1734,Продуктовый магазин,"Султанова, 37/1",69.529566,42.334797,,,,,,,,
1735,Продуктовый магазин,"Курылыс, 1/1",69.554272,42.299791,,,,,,,,
1736,Продуктовый магазин,"Гагарина, 244/3",69.538737,42.332565,,,,,,,,
1737,Продуктовый магазин,"Жубанова, 90/1",69.537593,42.293773,,,,,,,,
1738,Продуктовый магазин,"Камытбек Мамешов, 77/77",69.520145,42.290656,,,,,,,,
1739,Продуктовый магазин,"Бозтоган, 2/1",69.530208,42.305531,,,,,,,,
1740,Продуктовый магазин,"Камбарулы, 36/1",69.622848,42.26298,,,,,,,,
1741,Продуктовый магазин,"Шардара, 19/2",69.505957,42.339204,,,,,,,,
1742,Продуктовый магазин,"Ленина, 7а, 1 этаж",69.506152,42.339381,,,,,,,,
1743,Продуктовый магазин,"Бершинтобе, 99",69.513475,42.339432,,,,,,,,
1744,Продуктовый магазин,"Ахметова, 22/1, 1 этаж",69.488842,42.343654,,,,,,,,
1745,Продуктовый магазин,"Майлы Кожа, 63",69.614706,42.312752,,,,,,,,
1746,Продуктовый магазин,"Ташенова, 77",69.610579,42.322849,,,,,,,,
1747,Продуктовый магазин,"Рашидова, 14а/8, 1 этаж",69.584278,42.301032,,,,,,,,
1748,Продуктовый магазин,"Жанкожа батыра, 70",69.627954,42.355747,,,,,,,,
1749,Продуктовый магазин,"Тойганбаева, 7/1, 1 этаж",69.552116,42.346839,,,,,,,,
1750,Продуктовый магазин,"Юсупова, 40",69.56519,42.353793,,,,,,,,
1751,Продуктовый магазин,"Рыскулова, 141/8",69.571912,42.3498,,,,,,,,
1752,Продуктовый магазин,"Байдукова, 63/2",69.567021,42.30387,,,,,,,,
1753,Продуктовый магазин,"Сеченова, 23",69.544028,42.316776,,,,,,,,
1754,Продуктовый магазин,"Кенесарина, 10/1",69.609504,42.27097,,,,,,,,
1755,Продуктовый магазин,"15-й микрорайон, 7, 1 этаж",69.634245,42.334302,,,,,,,,
1756,Продуктовый магазин,"Алдиярова, 2/4",69.61026,42.30986,,,,,,,,
1757,Продуктовый магазин,"Нуртас, 12",69.665165,42.367035,,,,,,,,
1758,Продуктовый магазин,"Бейбитшилик, 12",69.583875,42.320441,,,,,,,,
1759,Продуктовый магазин,"Наурыз, 33/1",69.647898,42.377942,,,,,,,,
1760,Продуктовый магазин,"Республики проспект, 17",69.579217,42.312882,,,,,,,,
1761,Продуктовый магазин,"Нурсат микрорайон, 135а, 0 этаж",69.619853,42.359516,,,,,,,,
1762,Продуктовый магазин,"Аргынбекова, 7/1а",69.58669,42.366181,,,,,,,,
1763,Продуктовый магазин,"Тамерлановское шоссе, 46/6Б",69.557712,42.333674,,,,,,,,
1764,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1765,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1766,Продуктовый магазин,"Павлова, 21а",69.570053,42.305435,,,,,,,,
1767,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1768,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1769,Продуктовый магазин,"Рыскулова, 359/13",69.567334,42.349088,,,,,,,,
1770,Продуктовый магазин,"Рыскулова, 26/2",69.624985,42.341935,,,,,,,,
1771,Продуктовый магазин,"Тамерлановское шоссе, 22/7",69.557888,42.334842,,,,,,,,
1772,Продуктовый магазин,"Тамерлановское шоссе, 129, 1 этаж",69.531636,42.350782,,,,,,,,
1773,Продуктовый магазин,"Жиделибайсын, 92, 1 этаж",69.529139,42.349384,,,,,,,,
1774,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1775,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1776,Продуктовый магазин,"Токбайге, 44",69.524607,42.338279,,,,,,,,
1777,Продуктовый магазин,"Алимкулова, 5, 1 этаж",69.607594,42.307919,,,,,,,,
1778,Продуктовый магазин,"Байтурсынова, 5/6, 1 этаж",69.591604,42.316988,,,,,,,,
1779,Продуктовый магазин,"Рашидова, 34/5",69.587405,42.302486,,,,,,,,
1780,Продуктовый магазин,"Рашидова, 14а/2, 1 этаж",69.585055,42.30143,,,,,,,,
1781,Продуктовый магазин,"Жибек жолы, 39/4",69.639147,42.331157,,,,,,,,
1782,Продуктовый магазин,"Жиделибайсын, 80/6",69.526688,42.346321,,,,,,,,
1783,Продуктовый магазин,"Жиделибайсын, 33/3",69.528322,42.349308,,,,,,,,
1784,Продуктовый магазин,"Кос-Диермен, 1/2",69.528262,42.350152,,,,,,,,
1785,Продуктовый магазин,"18-й микрорайон, 4/2",69.629131,42.340878,,,,,,,,
1786,Продуктовый магазин,"Жиделибайсын, 72",69.524234,42.343234,,,,,,,,
1787,Продуктовый магазин,"Тамерлановское шоссе, 202, 1 этаж",69.528351,42.354005,,,,,,,,
1788,Продуктовый магазин,"Восток микрорайон, 18/1",69.645756,42.335812,,,,,,,,
1789,Продуктовый магазин,"Адырбекова, 2/2, 1 этаж",69.609983,42.309087,,,,,,,,
1790,Продуктовый магазин,"Толе би, 9/12",69.606766,42.309638,,,,,,,,
1791,Продуктовый магазин,"Турсынбаева, 30/4",69.596647,42.267508,,,,,,,,
1792,Продуктовый магазин,"Алматинская трасса, 6/12",69.632252,42.374447,,,,,,,,
1793,Продуктовый магазин,"Бес Агаш, 27/1",69.662874,42.318481,,,,,,,,
1794,Продуктовый магазин,"18-й микрорайон, 54",69.628303,42.33398,,,,,,,,
1795,Продуктовый магазин,"Байтурсынова, 5/6, 1 этаж",69.591604,42.316988,,,,,,,,
1796,Продуктовый магазин,"Салавата Юлаева, 40/1",69.581227,42.341773,,,,,,,,
1797,Продуктовый магазин,"Нурсат микрорайон, 135в, 1 этаж",69.619476,42.359147,,,,,,,,
1798,Продуктовый магазин,"Восток микрорайон, 31/7, 1 этаж",69.645655,42.335685,,,,,,,,
1799,Продуктовый магазин,"Шымсити, 1375",69.60868,42.396934,,,,,,,,
1800,Продуктовый магазин,"Козы Корпеш, 10/1",69.512688,42.37654,,,,,,,,
1801,Продуктовый магазин,"Естемес би, 10",69.558737,42.375443,,,,,,,,
1802,Продуктовый магазин,"Ибрагим ата, 293а, 1 этаж",69.697741,42.323516,,,,,,,,
1803,Продуктовый магазин,"Инкардария, 18",69.503965,42.380888,,,,,,,,
1804,Продуктовый магазин,"Алматинская трасса, 5/6",69.57263,42.401205,,,,,,,,
1805,Продуктовый магазин,"Есенова, 5/5",69.508363,42.390257,,,,,,,,
1806,Продуктовый магазин,"Байдибек би проспект, 130/7",69.632041,42.402885,,,,,,,,
1807,Продуктовый магазин,"Тореза, 6Б",69.498972,42.379768,,,,,,,,
1808,Продуктовый магазин,"Шмидта, 9",69.497533,42.381724,,,,,,,,
1809,Продуктовый магазин,"Сатыбалдиева, 17/4",69.776017,42.304494,,,,,,,,
1810,Продуктовый магазин,"Есенова, 29",69.496216,42.384065,,,,,,,,
1811,Продуктовый магазин,"Бекмаханова, 40",69.711095,42.350606,,,,,,,,
1812,Продуктовый магазин,"2-я улица, 1835",69.575453,42.41351,,,,,,,,
1813,Продуктовый магазин,"Бекмаханова, 3",69.720196,42.354306,,,,,,,,
1814,Продуктовый магазин,"Керимбая Отебаева, 1",69.706173,42.378915,,,,,,,,
1815,Продуктовый магазин,"Керимбая Отебаева, 1/3",69.705953,42.378789,,,,,,,,
1816,Продуктовый магазин,"Улугбека, 79/1",69.780583,42.30151,,,,,,,,
1817,Продуктовый магазин,"5-я  улица, 1",69.571094,42.419233,,,,,,,,
1818,Продуктовый магазин,"Актам, 26/1, 1 этаж",69.742398,42.312462,,,,,,,,
1819,Продуктовый магазин,"Амира Тимура, 297/1, 1 этаж",69.741975,42.297572,,,,,,,,
1820,Продуктовый магазин,"Сайрамская, 45д/5",69.741936,42.299971,,,,,,,,
1821,Продуктовый магазин,"Абая, 32/2, 1 этаж",69.747107,42.313766,,,,,,,,
1822,Продуктовый магазин,"Жибек жолы, 9/6",69.771601,42.38486,,,,,,,,
1823,Продуктовый магазин,"Жантаева, 93",69.746276,42.294114,,,,,,,,
1824,Продуктовый магазин,"Ак Алтын, 4/2",69.646591,42.430417,,,,,,,,
1825,Продуктовый магазин,"Жантаева, 31/1",69.752042,42.294109,,,,,,,,
1826,Продуктовый магазин,"Фуркат 6-й проезд, 16/1",69.753619,42.289428,,,,,,,,
1827,Продуктовый магазин,"Ергеш ата Исраилова, 97/1",69.749733,42.274403,,,,,,,,
1828,Продуктовый магазин,"Амира Тимура, 237/13, 1 этаж",69.758323,42.29904,,,,,,,,
1829,Продуктовый магазин,"Амира Тимура, 237/15",69.75864,42.299159,,,,,,,,
1830,Продуктовый магазин,"Тастан, 4/1",69.42914,42.356162,,,,,,,,
1831,Продуктовый магазин,"Ибрагим ата, 113/46",69.759806,42.308757,,,,,,,,
1832,Продуктовый магазин,"Юсуфа Сареми, 50/3, 1 этаж",69.760754,42.309716,,,,,,,,
1833,Продуктовый магазин,"Юсуфа Сареми, 56/1",69.760997,42.310142,,,,,,,,
1834,Продуктовый магазин,"Юсуфа Сареми, 110",69.76344,42.316247,,,,,,,,
1835,Продуктовый магазин,"Юсуфа Сареми, 1/3",69.759044,42.29798,,,,,,,,
1836,Продуктовый магазин,"Ибрагим ата, 93/1",69.762814,42.308168,,,,,,,,
1837,Продуктовый магазин,"Менделеева, 19",69.763225,42.305196,,,,,,,,
1838,Продуктовый магазин,"Юсуфа Сареми, 1/19",69.759967,42.296084,,,,,,,,
1839,Продуктовый магазин,"Юсуфа Сареми, 37/1",69.761131,42.313507,,,,,,,,
1840,Продуктовый магазин,"Юсуфа Сареми, 27/3, 1 этаж",69.765819,42.287329,,,,,,,,
1841,Продуктовый магазин,"Ергеш ата Исраилова, 29/4",69.758064,42.28239,,,,,,,,
1842,Продуктовый магазин,"Ергеш ата Исраилова, 29/1",69.758845,42.282097,,,,,,,,
1843,Продуктовый магазин,"Юсуфа Сареми, 112/3",69.765752,42.320149,,,,,,,,
1844,Продуктовый магазин,"Сатыбалдиева, 30/3",69.77914,42.308351,,,,,,,,
1845,Продуктовый магазин,"Дружбы, 18/2",69.774359,42.290882,,,,,,,,
1846,Продуктовый магазин,"Сатыбалдиева, 30/1",69.778916,42.308034,,,,,,,,
1847,Продуктовый магазин,"Амира Тимура, 121",69.782574,42.303376,,,,,,,,
1848,Продуктовый магазин,"Ибрагим ата, 20а, 1 этаж",69.777338,42.315311,,,,,,,,
1849,Продуктовый магазин,"Искандар, 37/1",69.798928,42.398119,,,,,,,,
1850,Продуктовый магазин,"Бейсенбиева, 12",69.790975,42.409251,,,,,,,,
1851,Продуктовый павильон,"Туркестан, 55а",69.503571,42.373312,,,,,,,,
1852,Продукты 113,"Амангельды, 107а/1",69.64675,42.377316,,,,,,,,
1853,Продукты 12,"Отырар микрорайон, 12/1",69.615852,42.346822,,,,,,,,
1854,Продукты 124,"Клары Цеткин, 126а",69.627607,42.294208,,,,,,,,
1855,Продукты 16,"Сеченова, 16",69.544053,42.317543,,,,,,,,
1856,Продукты 17,"Кабанбай батыра проспект, 9/1",69.604913,42.301689,,,,,,,,
1857,Продукты 21,"Тауасарова, 21/1",69.539467,42.338991,,,,,,,,
1858,Продукты 38,"Гагарина, 38/1",69.570151,42.310754,,,,,,,,
1859,Продукты 54,"Коктем, 54",69.710742,42.373336,,,,,,,,
1860,Продукты 56,"Каламбаева, 56",69.598089,42.391277,,,,,,,,
1861,Рабия,"Хамза, 1",69.782601,42.40321,,,,,,,,
1862,Радуга,"Байтурсынова, 7/2",69.592184,42.318156,,,,,,,,
1863,РАЙ,"Кабанбай батыра проспект, 5, 1 этаж",69.606934,42.30059,,,,,,,,
1864,Райхан,"4-й микрорайон, 17а/2, 1 этаж",69.574738,42.335956,,,,,,,,
1865,Райхан,"Кеме калган, 1/4, 1 этаж",69.67188,42.345153,,,,,,,,
1866,Райхан ана,"Шардара, 19/1",69.505615,42.338457,,,,,,,,
1867,Райхона,"Никитина, 32/2",69.585391,42.332492,,,,,,,,
1868,Ралас,"Сурикова, 3а",69.582525,42.298872,,,,,,,,
1869,Рауан,"Куаныш Толеметова, 10/5",69.57692,42.386071,,,,,,,,
1870,Рауан,"Жибек жолы, 196/1, 1 этаж",69.793037,42.399599,,,,,,,,
1871,РАУШАН,"Тауке Хана проспект, 190, 1 этаж",69.624436,42.311778,,,,,,,,
1872,Рахат,"Нуртас, 93",69.665862,42.361114,,,,,,,,
1873,Рахат,"Назармат Ерметова, 46, 1 этаж",69.587158,42.295674,,,,,,,,
1874,Рахат,"Север микрорайон, 3, 1 этаж",69.638157,42.340306,,,,,,,,
1875,Рахат,"Бокейханова, 864/1",69.573331,42.39269,,,,,,,,
1876,Рахат,"Республики проспект, 15",69.579959,42.31412,,,,,,,,
1877,Рахат,"Нурсат микрорайон, 143/1, 1 этаж",69.631034,42.362658,,,,,,,,
1878,Рахат,"Толе би, 19, 1 этаж",69.610428,42.308441,,,,,,,,
1879,Рахат,"Кабанбай батыра проспект, 11Б, 1 этаж",69.603499,42.302857,,,,,,,,
1880,Рахат,"Гагарина, 26",69.570736,42.308578,,,,,,,,
1881,Рахат,"Бауыржан Момышулы проспект, 53/5, 1 этаж",69.582279,42.330279,,,,,,,,
1882,Рахат,"Жиделибайсын, 80/2",69.525914,42.345178,,,,,,,,
1883,Рахим,"Тажибаева, 32",69.588928,42.341456,,,,,,,,
1884,Рахима,"Жангельдина, 10",69.583683,42.30999,,,,,,,,
1885,Рахия,"Куаныш Толеметова, 69/37, 0 этаж",69.598214,42.379712,,,,,,,,
1886,Рахматулла ата,"Новостройка, 2/1",69.709228,42.357287,,,,,,,,
1887,Рахмет,"Талдысай, 710",69.514665,42.369932,,,,,,,,
1888,Рахмет,"Усенова, 28/1",69.54541,42.330534,,,,,,,,
1889,Рахым,"Аргынбекова, 68/1",69.604195,42.362031,,,,,,,,
1890,Рахымжан,"Алматинская трасса, 23/5",69.546886,42.298418,,,,,,,,
1891,Рахымжан,"Толе би, 32а/2",69.615065,42.303965,,,,,,,,
1892,РАЯН,"Алтын адам, 7/2",69.66875,42.347863,,,,,,,,
1893,Реал,"Ибрагим ата, 176а/3",69.747969,42.3127,,,,,,,,
1894,Риза,"Айбергенова, 10, 1 этаж",69.580967,42.315201,,,,,,,,
1895,Рихсибуви,"Гулистан, 14",69.766531,42.298003,,,,,,,,
1896,Родничок,"Желтоксан, 176",69.633222,42.315598,,,,,,,,
1897,Роза Апа,"Кок сай 1 микрорайон, 463",69.610854,42.293232,,,,,,,,
1898,Розмат Ата,"Жиделибайсын, 72",69.524234,42.343234,,,,,,,,
1899,Розовый,"Балкыбекова, 1/2",69.719807,42.378962,,,,,,,,
1900,Россинка,"Бауыржан Момышулы проспект, 18, 1 этаж",69.586669,42.323209,,,,,,,,
1901,Рошен,"8-й микрорайон, 62, 1 этаж",69.581796,42.321317,,,,,,,,
1902,Руслан,"Казанкап акына, 1/3Б",69.628883,42.304038,,,,,,,,
1903,Руслан,"Республики проспект, 18, 1 этаж",69.578576,42.313756,,,,,,,,
1904,Руслан,"4-й микрорайон, 9/3",69.570508,42.340794,,,,,,,,
1905,Руслан и Амина,"Рыскулова, 359/13",69.567334,42.349088,,,,,,,,
1906,Рустам,"Алпысбаева, 113/1",69.556904,42.327904,,,,,,,,
1907,Рустам,"Узбек, 2/7",69.637892,42.420838,,,,,,,,
1908,Рустам,"Аль-Фараби, 19/1",69.754229,42.30306,,,,,,,,
1909,Рустем,"Север микрорайон, 2, 1 этаж",69.637921,42.339513,,,,,,,,
1910,Рыск?л апа,"Шымкентская, 22/1, 1 этаж",69.590477,42.311056,,,,,,,,
1911,С???ар,"Желтоксан, 6",69.5839,42.323918,,,,,,,,
1912,С?лтан,"Шокана Уалиханова, 225/15",69.646792,42.325416,,,,,,,,
1913,С?лтан,"Дулати, 202/1",69.613047,42.347021,,,,,,,,
1914,С?ЛТАН,"Отырар, 1/1",69.557763,42.292141,,,,,,,,
1915,С?лтан,"Муратова, 2",69.506058,42.373753,,,,,,,,
1916,С?т,"Туркестанская, 2/2, 1 этаж",69.592979,42.316236,,,,,,,,
1917,С?т,"Рыскулова, 1а",69.605082,42.34715,,,,,,,,
1918,С?т,"Алпамыс батыра, 2/7",69.554528,42.381758,,,,,,,,
1919,С?т,"Сырым батыра, 92, 1 этаж",69.586554,42.396965,,,,,,,,
1920,С?т,"Байдибек би проспект, 7/3, 1 этаж",69.631484,42.400369,,,,,,,,
1921,С?т,"Нурсат микрорайон, 203, 1 этаж",69.631054,42.362177,,,,,,,,
1922,С?уле,"Гулдер Ай, 37/1",69.560478,42.410968,,,,,,,,
1923,Са-На,"8-й микрорайон, 10, 1 этаж",69.578538,42.323078,,,,,,,,
1924,Са?и,"Отырар микрорайон, 59/1",69.622744,42.343573,,,,,,,,
1925,Сабина,"Сайрам микрорайон, 10/3, 1 этаж",69.637513,42.343241,,,,,,,,
1926,Сабит,"Майлы Кожа, 182а",69.628483,42.30907,,,,,,,,
1927,Сабит,"Мангельдина, 39а, 1 этаж",69.573892,42.323398,,,,,,,,
1928,Сабыржан ата,"Куртаева, 350/3",69.519075,42.353166,,,,,,,,
1929,САИЛАУ,"Республики проспект, 42/1",69.57529,42.307389,,,,,,,,
1930,Сайдикрам ата,"Абдулла Абад, 82/3",69.783068,42.281707,,,,,,,,
1931,Сайдулла ата,"Махмудова, 18",69.517576,42.339592,,,,,,,,
1932,Сайдулла Ата,"Амира Тимура, 220/1",69.74665,42.298444,,,,,,,,
1933,Сайдыгани,"Алпысбаева, 127/2, 1 этаж",69.5627,42.330983,,,,,,,,
1934,Сайёра,"Туркестанская, 185",69.618971,42.310192,,,,,,,,
1935,Сайлаубек,"Бозтоган, 1/4",69.528163,42.302941,,,,,,,,
1936,Сайман,"Байтерекова, 9а/1",69.644212,42.368941,,,,,,,,
1937,Сайрам,"Сайрам микрорайон, 24, 1 этаж",69.635658,42.344824,,,,,,,,
1938,Сайрам-су,"Жамалова, 4/4",69.766584,42.293483,,,,,,,,
1939,Саламат,"Рыскулова, 18/1, 1 этаж",69.635301,42.337572,,,,,,,,
1940,САЛЕМ,"Гани Иляева, 292а",69.645878,42.309662,,,,,,,,
1941,Салих,"Алматинская трасса, 25а/2",69.640085,42.373304,,,,,,,,
1942,Салиха,"Гагарина, 213, 1 этаж",69.545675,42.325592,,,,,,,,
1943,Салтанат,"Гани Иляева, 17, 1 этаж",69.591482,42.322689,,,,,,,,
1944,Салтанат,"Гагарина, 149а, 1 этаж",69.55064,42.320488,,,,,,,,
1945,Салтанат,"Баян батыра, 43",69.599923,42.287066,,,,,,,,
1946,Салтанат,"Восток микрорайон, 34",69.64232,42.336602,,,,,,,,
1947,Салтанат,"Шамши Калдаякова, 4, 1 этаж",69.57611,42.311026,,,,,,,,
1948,САЛТАНАТ,"Шардара, 3/9",69.501101,42.339189,,,,,,,,
1949,Салтанат,"Гагарина, 143, 1 этаж",69.552589,42.318519,,,,,,,,
1950,Салтанат,"Алимкулова, 2, 1 этаж",69.605853,42.308812,,,,,,,,
1951,Салтанат,"Карасу микрорайон, 85",69.587616,42.305877,,,,,,,,
1952,Салтанат,"Капал батыра, 177/4",69.664681,42.280387,,,,,,,,
1953,Самал-2,"Аргынбекова, 88, 1 этаж",69.601044,42.362863,,,,,,,,
1954,Самат,"Торекулова, 256/1",69.644235,42.315835,,,,,,,,
1955,Самир,"Амира Тимура, 237/3, 1 этаж",69.756884,42.299151,,,,,,,,
1956,Самко,"Таубалытас, 38",69.471111,42.373385,,,,,,,,
1957,Самэул,"Клары Цеткин, 101/2",69.630394,42.29323,,,,,,,,
1958,Сан Лайт,"Бауыржан Момышулы проспект, 64",69.57873,42.337688,,,,,,,,
1959,Сандугаш,"Ак Алтын, 3/1",69.64767,42.430416,,,,,,,,
1960,САНДУГАШ,"16-й микрорайон, 9",69.640217,42.335299,,,,,,,,
1961,Санжар,"Толе би, 19, 1 этаж",69.610428,42.308441,,,,,,,,
1962,Санжар,"Дулати, 181",69.610453,42.339808,,,,,,,,
1963,Санжар,"Аль-Фараби, 148",69.705357,42.319352,,,,,,,,
1964,Санобар,"Хамзы, 77/1",69.553148,42.329458,,,,,,,,
1965,САНЧО,"Север микрорайон, 47, 1 этаж",69.641636,42.344326,,,,,,,,
1966,Саодат,"Седова, 1/1",69.583597,42.298425,,,,,,,,
1967,Саодат,"Алимбетова, 135/3, 1 этаж",69.628692,42.321246,,,,,,,,
1968,Сапар,"Инкардария, 43",69.49985,42.379799,,,,,,,,
1969,САПАРТАЙ АТА,"Казына, 1",69.565155,42.364169,,,,,,,,
1970,Сарбон,"Гагарина, 54/1, 1 этаж",69.539556,42.331748,,,,,,,,
1971,Сарвар,"Ибрагим ата, 118/3, 1 этаж",69.760245,42.308969,,,,,,,,
1972,Сарваржон,"Ибрагим ата, 323, 1 этаж",69.690348,42.322427,,,,,,,,
1973,Сарназ,"Жанкожа батыра, 6, 1 этаж",69.632483,42.305842,,,,,,,,
1974,САРЫ ЖАЗ,"18-й микрорайон, 41/3",69.626856,42.335185,,,,,,,,
1975,Сары-Арка,"18-й микрорайон, 19/3, 1 этаж",69.623655,42.341077,,,,,,,,
1976,Саттар,"Чехова, 57/1",69.550679,42.320953,,,,,,,,
1977,Сауле,"Ынтымак, 46/2, 1 этаж",69.566893,42.281516,,,,,,,,
1978,Сауле,"Гулдер Ай, 37/1",69.560478,42.410968,,,,,,,,
1979,Сауран,"Жаркымбекова, 14, 1 этаж",69.563415,42.311105,,,,,,,,
1980,Сафар,"Народовольцев, 45",69.588782,42.340974,,,,,,,,
1981,САФАРИ,"Жибек жолы, 76Б, 1 этаж",69.67478,42.342992,,,,,,,,
1982,Сафина,"Жиделибайсын, 45",69.52123,42.339912,,,,,,,,
1983,Сахарный центр,"Орынбаева, 92, 1 этаж",69.613757,42.32344,,,,,,,,
1984,САХИДА АПА,"Мухаметкула Исламкулова, 102а",69.654105,42.376385,,,,,,,,
1985,Сая,"Турсынкул Утегенова, 7/10",69.585381,42.35853,,,,,,,,
1986,Сая,"Алматинская трасса, 11/2",69.564414,42.394597,,,,,,,,
1987,Сая,"Восток микрорайон, 45",69.642949,42.336986,,,,,,,,
1988,Сая,"Хантагы, 2/1",69.568829,42.322428,,,,,,,,
1989,СаяЖан,"Нурсултана Назарбаева проспект, 39, цокольный этаж",69.647812,42.360519,,,,,,,,
1990,Саян,"Мухаметкула Исламкулова, 43/1, 1 этаж",69.645653,42.374812,,,,,,,,
1991,Светлана,"Алимбетова, 119",69.618757,42.323794,,,,,,,,
1992,Севара,"Спатаева, 3/1",69.553709,42.342081,,,,,,,,
1993,Севгина,"Бершинтобе, 99/4",69.508022,42.341374,,,,,,,,
1994,Севинч,"Мадели Кожа, 128",69.617847,42.326804,,,,,,,,
1995,Севинч,"Аль-Фараби, 40",69.742007,42.306286,,,,,,,,
1996,Сейітбек,"Турсынкул Утегенова, 8134",69.589264,42.367616,,,,,,,,
1997,СЕМЕЙ-АТА,"Пшеничных, 28",69.646661,42.309135,,,,,,,,
1998,СЕРДАЛЫ,"Акпан батыра, 44",69.6151,42.316565,,,,,,,,
1999,Серик,"Койкелди Батыра, 29/1",69.631503,42.299821,,,,,,,,
2000,Серік,"Бабашулы, 131",69.717002,42.375505,,,,,,,,
2001,Сетора,"Бостандык 7-й переулок, 2, 1 этаж",69.594133,42.309724,,,,,,,,
2002,Симар,"Аль-Фараби, 55а",69.556797,42.349044,,,,,,,,
2003,Симча,"Амира Тимура, 312/1",69.725691,42.295946,,,,,,,,
2004,Сириус,"Конституции, 35а",69.566413,42.30768,,,,,,,,
2005,Сити-маркет,"Отырар микрорайон, 60",69.619903,42.343801,,,,,,,,
2006,Ситора,"Жибек жолы, 100/2",69.620396,42.324369,,,,,,,,
2007,Ситора,"Гастелло, 84/1",69.638669,42.313377,,,,,,,,
2008,Смак,"Шамши Калдаякова, 19, 1 этаж",69.56943,42.312373,,,,,,,,
2009,Согдиана,"Дулати, 167/1, 1 этаж",69.60967,42.337796,,,,,,,,
2010,Соня,"Исханова, 5/6",69.566876,42.339708,,,,,,,,
2011,Спутник,"Байтурсынова, 5, 1 этаж",69.591989,42.317268,,,,,,,,
2012,Стиль,"Аймаутова, 59/1",69.624657,42.311187,,,,,,,,
2013,Су Зар,"Кожанова, 42/1",69.585281,42.333289,,,,,,,,
2014,Султан,"Байтурсынова, 124/1",69.606836,42.351566,,,,,,,,
2015,Султан,"Кентаева, 2",69.534495,42.335088,,,,,,,,
2016,Султан апа,"Капал батыра, 2а",69.637814,42.286863,,,,,,,,
2017,Султан Ата,"Курылыс, 27/1 стр",69.54847,42.299923,,,,,,,,
2018,СУЛТАНБЕЙ,"Аль-Фараби, 83",69.55472,42.352135,,,,,,,,
2019,Супер бум,"Аскарова, 41, 1 этаж",69.575114,42.319497,,,,,,,,
2020,Сыбага,"Карасу микрорайон, 66",69.586703,42.303873,,,,,,,,
2021,Сымбат,"Асар микрорайон, 4/1",69.604541,42.403093,,,,,,,,
2022,Сымбат,"Отырар микрорайон, 11/1, 1 этаж",69.616117,42.347533,,,,,,,,
2023,СЫМБАТ,"Гани Иляева, 25, 1 этаж",69.592337,42.322501,,,,,,,,
2024,Сымбат,"Ташенова, 81",69.610845,42.323323,,,,,,,,
2025,СЫМБАТ,"Республики проспект, 30",69.576915,42.309848,,,,,,,,
2026,Сымбат,"Асар микрорайон, 14, 1 этаж",69.60454,42.402075,,,,,,,,
2027,Сымбат,"Жасталап, 48",69.648989,42.367994,,,,,,,,
2028,Сыр сулуы,"Сасбукаева, 99/1",69.621449,42.326623,,,,,,,,
2029,СЭД,"Акпан батыра, 102, 1 этаж",69.619191,42.326157,,,,,,,,
2030,Т?ЖЕН АТА,"Зердели, 1а, 1 этаж",69.552974,42.317264,,,,,,,,
2031,Т?рсін-Ай,"Бабашулы, 12/6",69.72442,42.37495,,,,,,,,
